Date,Close,High,Low,Open,Volume,Index_Name,Ticker
,^N225,^N225,^N225,^N225,^N225,,
2020-07-06,22714.439453125,22734.109375,22325.75,22341.26953125,58000000,Nikkei_225,^N225
2020-07-07,22614.689453125,22742.279296875,22540.439453125,22649.900390625,62700000,Nikkei_225,^N225
2020-07-08,22438.650390625,22667.94921875,22438.650390625,22481.609375,64900000,Nikkei_225,^N225
2020-07-09,22529.2890625,22679.080078125,22434.380859375,22442.30078125,65200000,Nikkei_225,^N225
2020-07-10,22290.810546875,22563.6796875,22285.0703125,22534.970703125,78800000,Nikkei_225,^N225
2020-07-13,22784.740234375,22784.740234375,22561.470703125,22591.810546875,71200000,Nikkei_225,^N225
2020-07-14,22587.009765625,22677.01953125,22538.779296875,22631.869140625,61000000,Nikkei_225,^N225
2020-07-15,22945.5,22965.560546875,22800.109375,22817.91015625,72600000,Nikkei_225,^N225
2020-07-16,22770.359375,22925.900390625,22739.419921875,22907.9609375,89400000,Nikkei_225,^N225
2020-07-17,22696.419921875,22857.8203125,22643.51953125,22807.5703125,55900000,Nikkei_225,^N225
2020-07-20,22717.48046875,22788.529296875,22580.189453125,22772.0703125,50000000,Nikkei_225,^N225
2020-07-21,22884.220703125,22925.580078125,22780.220703125,22789.380859375,68600000,Nikkei_225,^N225
2020-07-22,22751.609375,22855.310546875,22732.919921875,22791.75,65400000,Nikkei_225,^N225
2020-07-27,22715.849609375,22741.130859375,22429.5703125,22495.94921875,71800000,Nikkei_225,^N225
2020-07-28,22657.380859375,22842.189453125,22646.220703125,22735.01953125,67800000,Nikkei_225,^N225
2020-07-29,22397.109375,22584.869140625,22366.33984375,22543.890625,74300000,Nikkei_225,^N225
2020-07-30,22339.23046875,22506.599609375,22334.7109375,22489.240234375,77800000,Nikkei_225,^N225
2020-07-31,21710.0,22295.05078125,21710.0,22267.58984375,106600000,Nikkei_225,^N225
2020-08-03,22195.380859375,22214.58984375,21919.830078125,21947.580078125,84000000,Nikkei_225,^N225
2020-08-04,22573.66015625,22603.8203125,22379.740234375,22379.740234375,89100000,Nikkei_225,^N225
2020-08-05,22514.849609375,22554.19921875,22356.25,22479.720703125,74000000,Nikkei_225,^N225
2020-08-06,22418.150390625,22587.75,22362.890625,22471.7109375,62600000,Nikkei_225,^N225
2020-08-07,22329.939453125,22436.16015625,22204.609375,22433.779296875,66700000,Nikkei_225,^N225
2020-08-11,22750.240234375,22760.869140625,22497.0703125,22505.509765625,99300000,Nikkei_225,^N225
2020-08-12,22843.9609375,22874.369140625,22670.740234375,22747.439453125,90800000,Nikkei_225,^N225
2020-08-13,23249.609375,23316.689453125,23111.5,23123.359375,84800000,Nikkei_225,^N225
2020-08-14,23289.359375,23338.7890625,23222.849609375,23323.919921875,59800000,Nikkei_225,^N225
2020-08-17,23096.75,23248.75,23068.529296875,23189.48046875,43600000,Nikkei_225,^N225
2020-08-18,23051.080078125,23128.1796875,22948.890625,23097.80078125,55600000,Nikkei_225,^N225
2020-08-19,23110.609375,23149.849609375,22953.599609375,22997.9296875,50100000,Nikkei_225,^N225
2020-08-20,22880.619140625,23078.359375,22851.830078125,23003.580078125,50200000,Nikkei_225,^N225
2020-08-21,22920.30078125,23135.4296875,22920.30078125,23022.759765625,51200000,Nikkei_225,^N225
2020-08-24,22985.509765625,23012.7109375,22862.5390625,22913.19921875,40600000,Nikkei_225,^N225
2020-08-25,23296.76953125,23431.0390625,23225.390625,23242.740234375,75300000,Nikkei_225,^N225
2020-08-26,23290.859375,23348.80078125,23203.0,23257.05078125,47800000,Nikkei_225,^N225
2020-08-27,23208.859375,23323.0703125,23177.849609375,23311.0390625,52700000,Nikkei_225,^N225
2020-08-28,22882.650390625,23376.130859375,22594.7890625,23232.30078125,98100000,Nikkei_225,^N225
2020-08-31,23139.759765625,23342.3203125,23102.609375,23147.140625,81000000,Nikkei_225,^N225
2020-09-01,23138.0703125,23206.66015625,23047.76953125,23089.630859375,59600000,Nikkei_225,^N225
2020-09-02,23247.150390625,23287.400390625,23170.8203125,23261.08984375,52600000,Nikkei_225,^N225
2020-09-03,23465.529296875,23580.509765625,23426.109375,23524.490234375,57500000,Nikkei_225,^N225
2020-09-04,23205.4296875,23257.689453125,23098.76953125,23130.3203125,59300000,Nikkei_225,^N225
2020-09-07,23089.94921875,23218.220703125,23086.890625,23145.470703125,57300000,Nikkei_225,^N225
2020-09-08,23274.130859375,23277.66015625,23129.66015625,23188.7890625,62100000,Nikkei_225,^N225
2020-09-09,23032.5390625,23059.01953125,22878.7109375,22966.890625,84400000,Nikkei_225,^N225
2020-09-10,23235.470703125,23250.310546875,23134.01953125,23193.470703125,67600000,Nikkei_225,^N225
2020-09-11,23406.490234375,23412.9296875,23114.630859375,23114.630859375,76900000,Nikkei_225,^N225
